Sales,Item
-9.161188646564671,IT001
-11.328379288526268,IT001
-9.547121970544026,IT001
-9.502837893597679,IT001
-6.594545664528405,IT001
-5.382517775009053,IT001
-4.698779770852573,IT001
-6.387092068271712,IT001
-8.615550850271982,IT001
-6.3850173293421335,IT001
-6.551158624223157,IT001
-4.976517067381329,IT001
-8.405571011765911,IT001
-4.151530888548187,IT001
-10.030100226768369,IT001
-8.267714647000185,IT001
-4.394489714796609,IT001
-8.47408449576562,IT001
-8.97468304656274,IT001
-5.530514850481487,IT001
-5.91127208829376,IT001
-4.166085499471562,IT001
-8.902270929386843,IT001
-10.01048957812061,IT001
-11.460114504174962,IT001
-10.26819355016087,IT001
-5.849413581212656,IT001
-10.25523504731287,IT001
-11.938522161081124,IT001
-9.553722477454576,IT001
-11.21274540774515,IT001
-11.222330636380388,IT001
-14.149234941591486,IT001
-10.442087585644009,IT001
-11.33859653660042,IT001
-10.744080004321626,IT001
-7.872075677406238,IT001
-14.249430626061464,IT001
-7.164073902403367,IT001
-9.98539259327777,IT001
-9.457700512861585,IT001
-8.881421075852037,IT001
-7.489285892963517,IT001
-12.358291492618873,IT001
-6.093479035500275,IT001
-11.996724537203415,IT001
-6.854807718164536,IT001
-13.286067159855193,IT001
-9.738580538735366,IT001
-14.662634126175956,IT001
-14.414169839604362,IT001
-10.532807260900466,IT001
-9.076690317519953,IT001
-11.591123739055801,IT001
-15.039365216542985,IT001
-11.235986955092283,IT001
-15.593661710342397,IT001
-13.973203237627692,IT001
-11.97315664771538,IT001
-9.607925830255562,IT001
-8.381358095175418,IT001
-11.033749248482172,IT001
-6.843351248086119,IT001
-8.378464143289529,IT001
-7.439661094554198,IT001
-7.610484638382951,IT001
-5.66595668328785,IT001
-9.226412235448255,IT001
-6.966194555304641,IT001
-8.920660552527895,IT001
-3.5139415032274384,IT001
-8.280102242972012,IT001
-6.185578612034052,IT001
-10.846615157281636,IT001
-5.87537189027533,IT001
-11.419343895617144,IT001
-7.621481925921668,IT001
-12.760260975261662,IT001
-10.536985523550031,IT001
-13.155381238818611,IT001
-10.92511604696204,IT001
-9.271713294180906,IT001
-12.910094905790482,IT001
-11.708875783289551,IT001
-9.179828243745906,IT001
-13.081749120526132,IT001
-13.99332599906087,IT001
-13.903826491393643,IT001
-15.210559505631705,IT001
-12.54405758271197,IT001
-13.545032179928068,IT001
-13.366991792801048,IT001
-17.503317130315654,IT001
-16.003229110901508,IT001
-14.895830443884767,IT001
-16.646967319247373,IT001
-12.916799018563802,IT001
-14.22555199829759,IT001
-14.0948590169605,IT001
-16.523581018903474,IT001
-11.554715828627781,IT001
-13.83810351957103,IT001
-15.008855924056402,IT001
-13.972788064774498,IT001
-17.33818640781744,IT001
-16.583398026109297,IT001
-16.55448515588032,IT001
-14.827965366172466,IT001
-18.89387525698679,IT001
-14.60833189970515,IT001
-19.199092643602764,IT001
-17.855868404043637,IT001
-18.959589715251944,IT001
-20.63332471654249,IT001
-17.402209593825525,IT001
-20.083331433450017,IT001
-16.55922608883515,IT001
-22.70406245016286,IT001
-19.237528646610173,IT001
-17.566938715215695,IT001
-14.917084832947895,IT001
-18.90022307674208,IT001
-20.32073459890728,IT001
-16.480638703191495,IT001
-18.402107343362577,IT001
-20.11999510153013,IT001
-22.203901380952647,IT001
-19.96260399901146,IT001
-20.9464867395957,IT001
-18.19694526354249,IT001
-16.502977709970285,IT001
-16.808747961960687,IT001
-20.19292999800554,IT001
-19.213092790787726,IT001
-19.863065725905848,IT001
-16.701150942920375,IT001
-22.431560169115862,IT001
-16.377839934627588,IT001
-20.31477407465971,IT001
-15.508398668136296,IT001
-17.131493606673473,IT001
-16.129682179874944,IT001
-15.912943716830739,IT001
-16.735553958596277,IT001
-18.813818563643338,IT001
-19.867389971131693,IT001
-18.852716990397337,IT001
-14.763006228341961,IT001
-17.705044814249433,IT001
-20.561889527488177,IT001
-14.92384921925375,IT001
-17.24362728942584,IT001
-18.8938872290567,IT001
-17.153370066066287,IT001
-16.684250645034297,IT001
-20.44164377487076,IT001
-21.641212741808246,IT001
-19.643797729506076,IT001
-19.736020984211503,IT001
-15.861096638867078,IT001
-19.361629144984434,IT001
-16.528576670055706,IT001
-18.3917698414697,IT001
-20.9338597591855,IT001
-21.931796248518967,IT001
-17.58855432072659,IT001
-20.409081234569243,IT001
-16.733915350420464,IT001
-15.455530711756975,IT001
-16.376568629138365,IT001
-16.457912591604856,IT001
-13.17163407289022,IT001
-15.446558524584395,IT001
-18.350369490999075,IT001
-17.353795830059074,IT001
-17.70309435864822,IT001
-13.991459926801445,IT001
-16.791706409753612,IT001
-17.61437477078231,IT001
-16.37321909529594,IT001
-17.321550222496285,IT001
-16.561982167878103,IT001
-15.27496268420139,IT001
-15.249073479200206,IT001
-18.97939251046414,IT001
-14.904566865673177,IT001
-18.109938679646472,IT001
-14.225071223254844,IT001
-16.621104250406887,IT001
-11.848989962498408,IT001
-11.528856241347254,IT001
-14.996422902572332,IT001
-15.311799503413875,IT001
-14.265214227884991,IT001
-12.237069312902943,IT001
-14.707282449256724,IT001
-16.790859656860402,IT001
-12.909465381332128,IT001
-16.63350719187291,IT001
-17.447612323227602,IT001
-14.559373985370705,IT001
-14.263719042121227,IT001
-15.811447845333296,IT001
-14.110391222291137,IT001
-18.583425602812927,IT001
-14.621428501238519,IT001
-14.399589025697844,IT001
-13.975962143010259,IT001
-17.301440448155876,IT001
-12.623801332316852,IT001
-15.097803627178015,IT001
-17.308143466143452,IT001
-17.47756887080853,IT001
-13.611201611460087,IT001
-12.576101407199989,IT001
-11.988389541654366,IT001
-17.694956512442232,IT001
-10.900296263463234,IT001
-13.818732222650405,IT001
-11.028383374944696,IT001
-15.447727625078066,IT001
-12.228081380363458,IT001
-11.185245894054688,IT001
-9.959785056465904,IT001
-9.49220540839946,IT001
-12.192260367950478,IT001
-8.968182325087461,IT001
-11.204589303763942,IT001
-13.444850261158711,IT001
-7.763887376021249,IT001
-7.606057067884787,IT001
-9.233943136564157,IT001
-6.211383623719029,IT001
-7.0039829913018865,IT001
-5.499339911823126,IT001
-3.396575397204175,IT001
-4.853646545082226,IT001
-7.983680696627242,IT001
-5.5429385141222145,IT001
-7.71679289489103,IT001
-5.2390483710581,IT001
-9.981863014117833,IT001
-9.665399818608373,IT001
-12.447623839138545,IT001
-8.5110769201657,IT001
-5.986552732953871,IT001
-5.448745405148743,IT001
-8.25292908745794,IT001
-4.334534286930106,IT001
-3.2212454808860334,IT001
-8.187800038454704,IT001
-8.367095693828944,IT001
-4.859292388021703,IT001
-8.882610571114832,IT001
-8.348152868600463,IT001
-8.050331083401852,IT001
-8.902281442288086,IT001
-9.378196573462349,IT001
-10.669192644777233,IT001
-11.854862653863645,IT001
-9.616829325811985,IT001
-8.367419389387107,IT001
-6.122088042275924,IT001
-5.861086548259297,IT001
-7.954020946461145,IT001
-9.911034820512993,IT001
-6.001889491106617,IT001
-5.045777327982493,IT001
-7.587004572566572,IT001
-10.304500302789316,IT001
-7.116287403451659,IT001
-4.9516197772745265,IT001
-2.845102045969071,IT001
-5.709380360618459,IT001
-4.317970787351307,IT001
-3.113757721191157,IT001
-7.544509577146194,IT001
-5.034209180059111,IT001
-6.771101948432147,IT001
-2.3033176313031722,IT001
-2.057737775221058,IT001
-1.4962421170914773,IT001
-5.8869622851323475,IT001
-0.9778584088328615,IT001
-0.07143119060542408,IT001
0.9881988059204649,IT001
2.18633382935976,IT001
2.5345351081185257,IT001
-2.59471490254453,IT001
1.4364965781071408,IT001
-1.4876231516183918,IT001
0.7234819660304967,IT001
0.6022710229070111,IT001
3.675298000789133,IT001
4.979576665331907,IT001
5.115062073674799,IT001
1.2204389001614635,IT001
2.3028614128584106,IT001
0.4079282144652252,IT001
1.7455025270922269,IT001
4.893620426407508,IT001
1.7477920813934733,IT001
4.217698418986656,IT001
1.237948932016328,IT001
-0.6417014057329904,IT001
4.394362251025886,IT001
3.4206174521636825,IT001
2.055303808625765,IT001
-0.16002487787201286,IT001
5.006463767679034,IT001
4.592273336763979,IT001
3.3726877230744883,IT001
3.4423421798114444,IT001
2.431966933560542,IT001
5.425769924085319,IT001
3.2632774495402055,IT001
2.117514212673366,IT001
-0.8008925023316669,IT001
-0.6065288939700042,IT001
3.9460523296206973,IT001
-1.6853598974206006,IT001
0.26690305861683944,IT001
1.9932529819709777,IT001
3.6985859294663967,IT001
-1.895322647914921,IT001
-1.6574867438940224,IT001
2.224166437548865,IT001
-1.9894550314044148,IT001
-1.5769872643376093,IT001
2.459868803514044,IT001
0.4227993751645398,IT001
-0.028775701503384876,IT001
-1.713151395774895,IT001
0.8249275343216039,IT001
0.2600154984762626,IT001
2.3177284331963657,IT001
0.3804698661936598,IT001
2.4854203569074222,IT001
-0.33814855481240774,IT001
-1.6949203579983696,IT001
0.01819503661171923,IT001
3.932795145552455,IT001
-1.9158498286595411,IT001
-0.4597812243277502,IT001
-0.4058022372889561,IT001
2.3974844719288693,IT001
2.7738327087619004,IT001
-1.3575595044577407,IT001
2.862726866864229,IT001
0.21436694508583654,IT001
1.4189420744909407,IT001
1.4648864037048597,IT001
2.6952208753308824,IT001
3.696826755394948,IT001
-0.7465576445887523,IT001
-2.413721822184953,IT001
-2.428348985431809,IT001
1.4004998524050905,IT001
-3.945176038485265,IT001
-4.439765838417032,IT001
-0.06349150079829058,IT001
0.9904138115244682,IT001
1.7964332492870563,IT001
3.395776607094503,IT001
4.93060158569969,IT001
1.8510496367232718,IT001
5.027574631838179,IT001
3.695547244599126,IT001
7.205787245965343,IT001
7.0233122349812955,IT001
7.791914988813723,IT001
9.825979215614476,IT001
7.8117386985595765,IT001
11.547249878307825,IT001
9.55868648213419,IT001
6.316527301113456,IT001
12.333882443813595,IT001
9.710779279019505,IT001
9.84043519629945,IT001
9.05954151923833,IT001
6.866859851688279,IT001
7.348055634746352,IT001
4.446724296516644,IT001
6.953718427016864,IT001
2.978838284183584,IT001
8.333927292858368,IT001
8.274332786309117,IT001
10.304784034510844,IT001
9.704070690011696,IT001
5.11741907568572,IT001
5.098354137841467,IT001
9.454435683286382,IT001
9.246386473032734,IT001
11.269098046969656,IT001
11.053569751772276,IT001
9.132944485610931,IT001
6.944378604392024,IT001
12.432570719615232,IT001
13.663808141746461,IT001
10.664690720225876,IT001
13.654870599054924,IT001
8.17468007353555,IT001
13.21218112844464,IT001
13.6349575500783,IT001
10.133246758693295,IT001
8.250315726480654,IT001
6.5140166060797045,IT001
11.129610431199296,IT001
11.905178133516936,IT001
8.227557010371083,IT001
6.382701226308969,IT001
6.271848834903282,IT001
11.523501831048186,IT001
12.626479667402913,IT001
13.457523752183938,IT001
13.893479907429846,IT001
11.385628253447779,IT001
10.212134406435162,IT001
12.859711494831846,IT001
16.1074589429406,IT001
14.963617347054592,IT001
11.4929821223324,IT001
14.701128250281275,IT001
13.614397547665206,IT001
15.081012112402647,IT001
15.629128112634797,IT001
16.205946443248575,IT001
14.356487783474384,IT001
16.84881193939134,IT001
15.75143212118349,IT001
19.34355849594601,IT001
19.817897241285124,IT001
16.38487022627603,IT001
18.909688450390114,IT001
17.95058639987046,IT001
20.516428333423452,IT001
16.519346051757907,IT001
15.338557850199685,IT001
14.15626470433904,IT001
15.6275103571685,IT001
11.90370007041408,IT001
17.758418167002272,IT001
12.81927062243806,IT001
15.993651617032805,IT001
10.792894614111807,IT001
15.80419759393313,IT001
16.478659454649616,IT001
14.827730808753998,IT001
14.514746175988156,IT001
11.337630935613227,IT001
17.622449341487982,IT001
13.346227613185137,IT001
18.665930414338046,IT001
18.661069930481723,IT001
13.409207467097692,IT001
16.496221190955353,IT001
11.731814760133727,IT001
13.536109414668422,IT001
13.17769806604005,IT001
15.678780060534429,IT001
15.510098488785248,IT001
12.462859314725689,IT001
13.988516709520088,IT001
13.016126513178232,IT001
15.393767475462568,IT001
17.833161163645972,IT001
14.883358445334053,IT001
15.195712187093555,IT001
12.408557544184802,IT001
11.614486962397716,IT001
13.458740361791905,IT001
10.174358709489129,IT001
10.657696758841054,IT001
11.1727890571175,IT001
11.01854139100477,IT001
9.374354933408693,IT001
12.85642041838079,IT001
7.634594428329852,IT001
8.137351636373156,IT001
10.896972415824353,IT001
9.085940675765277,IT001
9.51924829995969,IT001
6.7244737955576905,IT001
11.859788765522898,IT001
7.688305296812387,IT001
9.979433289998743,IT001
4.789308983313749,IT001
10.988411848913291,IT001
11.821076147956648,IT001
11.551354456960281,IT001
6.300784507756285,IT001
8.243681127071655,IT001
10.31565450585812,IT001
8.522095861722221,IT001
9.238093279830355,IT001
11.497102754343235,IT001
11.47405528219253,IT001
8.332946757004835,IT001
7.898251886769632,IT001
5.88774890056025,IT001
5.552430970256615,IT001
7.132385773061952,IT001
3.598518121608725,IT001
3.756793826419823,IT001
6.508933408836862,IT001
6.481278173548197,IT001
8.026657340114339,IT001
3.147920700774319,IT001
2.5329707469578104,IT001
6.502998384874906,IT001
4.34575581536363,IT001
7.250151432189635,IT001
5.898521353937556,IT001
8.375677190106845,IT001
5.345659154064347,IT001
6.179830671167161,IT001
3.20071702251129,IT001
1.8927722932389064,IT001
6.87352156016819,IT001
7.683657069208233,IT001
2.908339370662066,IT001
1.4151144969780163,IT001
0.9043521091848874,IT001
5.845657767911621,IT001
1.2759488598571498,IT001
1.9525586587353858,IT001
2.6549716343542142,IT001
6.591446400604446,IT001
7.293940089171593,IT001
4.6813528313683,IT001
5.685652877551045,IT001
3.1313318063483018,IT001
7.2660508749782045,IT001
5.139842885135269,IT001
3.776303714731942,IT001
3.9897063939260264,IT001
2.380910978470839,IT001
5.620596324217339,IT001
3.775052594537108,IT001
4.598218539748386,IT001
3.6523834195660716,IT001
6.384191714241074,IT001
0.8989146869255102,IT001
7.358289199819248,IT001
5.53058186482306,IT001
3.387647091535266,IT001
1.1139043211702628,IT001
2.271917692586875,IT001
4.476248506379628,IT001
2.0809387086404216,IT001
4.7804601087445695,IT001
6.272515249432106,IT001
4.672680310534645,IT001
7.2134849047609455,IT001
7.281346824711772,IT001
10.341920977858667,IT001
10.749190470054181,IT001
7.969399063571456,IT001
10.76349929307674,IT001
7.7623132862220805,IT001
13.524708802907584,IT001
10.89135239423602,IT001
14.6833355889638,IT001
9.29277305583906,IT001
10.387598257204894,IT001
12.332604719121475,IT001
15.695792400725313,IT001
11.712187921302645,IT001
13.467138706912317,IT001
12.937364693896628,IT001
10.963067510372467,IT001
16.191952471316856,IT001
9.701413451316371,IT001
9.751570665936509,IT001
6.9661826264927615,IT001
7.153296523670444,IT001
6.78373314845724,IT001
5.170788643137025,IT001
10.13040578395001,IT001
4.206260138287308,IT001
9.667209354376538,IT001
2.6635321726132464,IT001
3.6892282614865572,IT001
6.829894995034197,IT001
7.572261281213681,IT001
10.104293071021022,IT001
3.728398127529564,IT001
5.392516183407442,IT001
7.775832794635382,IT001
10.171646353852683,IT001
5.662037626455778,IT001
5.997719079246962,IT001
9.43299787546796,IT001
7.57766228559522,IT001
6.576345922782653,IT001
7.428629236514481,IT001
10.833383658585397,IT001
5.604644782390395,IT001
6.47519366367736,IT001
3.709206754277737,IT001
3.364529121474273,IT001
3.7530790033749803,IT001
3.156558435902415,IT001
7.8570641745633125,IT001
6.908538876102203,IT001
9.195534730259386,IT001
3.2288675247220953,IT001
9.847292647795255,IT001
9.555446193749852,IT001
9.555912142282422,IT001
4.4677652956488165,IT001
9.943796753950025,IT001
5.476698216991781,IT001
5.76625800154798,IT001
9.520944992316954,IT001
7.135003114230772,IT001
5.218886132631245,IT001
6.258099324728886,IT001
6.489990295778257,IT001
5.1200829260319995,IT001
5.981709923044122,IT001
5.387649779060942,IT001
3.254174455665594,IT001
5.130855794034946,IT001
1.4057601314451245,IT001
0.7497775202715065,IT001
4.709894711735566,IT001
5.702871728108981,IT001
5.803693675599263,IT001
1.346218616783232,IT001
3.441758136785204,IT001
4.208611029673522,IT001
5.825415420071437,IT001
1.419520504403894,IT001
3.0906770241403496,IT001
6.579693921876386,IT001
4.102808585366456,IT001
6.978042589358024,IT001
8.311888823166697,IT001
8.344739863655006,IT001
10.3444446773139,IT001
6.3871539811587645,IT001
11.829692263048996,IT001
4.815376328328832,IT001
8.177847687910022,IT001
7.772142850374357,IT001
12.250608048883906,IT001
6.2881165418242135,IT001
5.769615742351353,IT001
6.411913538277976,IT001
8.922781764999263,IT001
11.348940151952778,IT001
8.273063533834051,IT001
9.34693012147269,IT001
7.255242637840491,IT001
5.000872824825156,IT001
4.8119268546874885,IT001
2.7832102660476297,IT001
7.0579599869968686,IT001
6.968135115405907,IT001
8.435833701839458,IT001
8.05163732543699,IT001
10.77424672081579,IT001
12.14274941841094,IT001
6.9876251694932705,IT001
6.322620302566584,IT001
10.533022943019748,IT001
8.738245347334777,IT001
10.171279856466278,IT001
7.466625044074658,IT001
11.113880687584176,IT001
11.66179083604217,IT001
11.948806822825246,IT001
10.35544797636046,IT001
10.641028611695843,IT001
13.448318954243705,IT001
11.121871720633752,IT001
13.81773010396771,IT001
14.531460192518226,IT001
15.743097376107851,IT001
16.253229068912354,IT001
12.159935518207925,IT001
12.044698549784307,IT001
17.187298420605583,IT001
12.032047203953011,IT001
11.102152019409555,IT001
14.603441429332703,IT001
15.735931963277334,IT001
15.211286679197952,IT001
13.574990772129897,IT001
16.79040668040484,IT001
12.127589074875926,IT001
11.95988630430097,IT001
15.75658818169036,IT001
14.67107390292624,IT001
16.261788025963156,IT001
17.523732834685163,IT001
12.425075221629445,IT001
13.31679600001197,IT001
14.487430052516661,IT001
14.124422051024071,IT001
15.147475974712533,IT001
11.88167545255521,IT001
11.274475864043634,IT001
9.689653703208192,IT001
9.67875946300993,IT001
10.843835611090688,IT001
9.561824557835434,IT001
6.470526118334444,IT001
10.413447385352686,IT001
9.922205513544828,IT001
10.934107202598458,IT001
7.053790447739628,IT001
7.847989108306912,IT001
9.467102083174083,IT001
8.390513246024947,IT001
9.256229542393926,IT001
5.833866843026149,IT001
5.061083365421375,IT001
8.037743247627072,IT001
11.061930341494532,IT001
5.100490042092732,IT001
10.44021702352417,IT001
7.536658303027438,IT001
9.027343173838915,IT001
8.307568568176062,IT001
7.270652333033735,IT001
9.588502833729494,IT001
8.94581444425277,IT001
4.958278407589646,IT001
6.761118258416909,IT001
5.603076458370521,IT001
3.1023199055188675,IT001
8.754777035443619,IT001
6.002380697724033,IT001
3.8665573932961177,IT001
3.543475843469916,IT001
5.153736660733113,IT001
8.039787512536991,IT001
4.1457192658607696,IT001
5.851622732081306,IT001
8.64390736148301,IT001
4.889515404927512,IT001
2.9803410460845017,IT001
7.958408947903929,IT001
2.3839200702800087,IT001
4.819406085127556,IT001
7.483624394400444,IT001
5.727452854104705,IT001
5.377459839966396,IT001
6.204162883099405,IT001
8.593228903808425,IT001
3.5341389899023747,IT001
8.851317939922582,IT001
5.579816338966107,IT001
6.082024905130462,IT001
4.9048651132298575,IT001
4.310016616887437,IT001
2.506864483194579,IT001
3.2140030694396553,IT001
0.2767599809926913,IT001
-0.10672301544755597,IT001
5.263072501921102,IT001
5.204330490441035,IT001
1.3068156307452574,IT001
0.6871641340133322,IT001
5.233312799214546,IT001
5.301073546411371,IT001
5.477450628527676,IT001
1.771150200176326,IT001
7.530940674981452,IT001
7.967239293889559,IT001
6.743849659382649,IT001
3.3306790488603495,IT001
1.933903297553087,IT001
4.349608350582873,IT001
5.923091710822711,IT001
2.9857265058588487,IT001
5.941432806414439,IT001
3.096968889221535,IT001
7.012824139195365,IT001
0.739313652060307,IT001
1.094488239628523,IT001
-0.4737221758496779,IT001
1.5795684747980236,IT001
1.9357925817682642,IT001
-1.393282460437968,IT001
-1.7996278165890376,IT001
-3.813631913072435,IT001
-0.9029127773322598,IT001
-3.474924239793644,IT001
-0.5594290998237952,IT001
-5.651085751791167,IT001
1.2284450191340919,IT001
-6.267576637597666,IT001
-2.7168465600149667,IT001
-5.79219880012254,IT001
-1.2340499767217947,IT001
-1.899456682664745,IT001
-3.0204731569473537,IT001
-4.979114780401268,IT001
-3.37018419559219,IT001
-0.47828081360092034,IT001
-2.996168276753423,IT001
-1.6984167135077264,IT001
-2.498586389826543,IT001
-3.6444281425567078,IT001
-4.398764220374406,IT001
-5.406121668208929,IT001
-2.606701067866361,IT001
-3.9034493336557765,IT001
0.19366793444530045,IT001
-6.6928544585718175,IT001
-6.425328923309472,IT001
-9.179576306912109,IT001
-5.717754963132472,IT001
-3.1176688922532474,IT001
-8.173824261659288,IT001
-5.304997749966529,IT001
-10.01952067517093,IT001
-6.31188483514699,IT001
-7.82013107413132,IT001
-5.920362629220448,IT001
-6.415657234385068,IT001
-10.611598289898689,IT001
-9.070591218202274,IT001
-10.142304460904416,IT001
-8.810019195912421,IT001
-9.197642511845496,IT001
-8.915878935781638,IT001
-11.002167365684008,IT001
-12.406744641860042,IT001
-6.938509013634377,IT001
-5.77914991505956,IT001
-5.01045647746275,IT001
-11.33345873104313,IT001
-4.629507761408181,IT001
-8.837647989125008,IT001
-7.128735572316448,IT001
-10.016088287607031,IT001
-11.739185991773427,IT001
-11.533783585747685,IT001
-10.676432391289126,IT001
-6.717837682033226,IT001
-8.342524053191296,IT001
-10.819588509091044,IT001
-10.31586048093339,IT001
-13.539982103601227,IT001
-11.170530356098576,IT001
-9.093604576477372,IT001
-11.810007642695943,IT001
-13.14422434046362,IT001
-14.998804174648225,IT001
-9.036238902639187,IT001
-11.289745514126572,IT001
-9.437293551378994,IT001
-9.469569544158182,IT001
-10.62054479936351,IT001
-10.479879569422781,IT001
-11.470849085237846,IT001
-11.313868636612785,IT001
-11.744350927652924,IT001
-9.201270709192654,IT001
-10.662392662034392,IT001
-9.519240932807003,IT001
-10.674250786039359,IT001
-11.807737698751954,IT001
-10.796040488965437,IT001
-7.750463425493452,IT001
-9.47240308827894,IT001
-11.383640708887356,IT001
-12.191899943675196,IT001
-14.18310617965925,IT001
-15.469715788514215,IT001
-11.598066523902242,IT001
-12.71431433956529,IT001
-11.543605178640775,IT001
-9.96768849046686,IT001
-9.544498372090656,IT001
-11.764991479061667,IT001
-10.324643399709856,IT001
-9.565743249305415,IT001
-6.418901604303078,IT001
-13.011766111831454,IT001
-9.715308511152827,IT001
-13.503654004964263,IT001
-9.033057874961447,IT001
-13.842480281749843,IT001
-12.700231217798063,IT001
-14.851648429747472,IT001
-14.172530701047153,IT001
-10.700989884035529,IT001
-8.942376092677017,IT001
-10.413658218748473,IT001
-8.371621616124488,IT001
-10.965322234689184,IT001
-11.395306441000237,IT001
-7.563655584686351,IT001
-12.416693706477258,IT001
-9.671310775757735,IT001
-11.843494434561658,IT001
-12.026059466140511,IT001
-15.032215593806471,IT001
-12.406683611290465,IT001
-10.178529635093515,IT001
-11.076793911739008,IT001
-14.728039493449613,IT001
-13.302640427143984,IT001
-16.21454676922399,IT001
-13.878699329000405,IT001
-16.93627967615733,IT001
-16.916242220606627,IT001
-17.693015541618063,IT001
-16.092209638380613,IT001
-13.686267174655288,IT001
-14.02256576509587,IT001
-12.840489348817298,IT001
-15.29068228567228,IT001
